0;-2.02445E+02;1.00000E+00
1;-1.63148E+02;2.40868E-01
2;-1.18183E+02;3.80470E-01
3;-8.45770E+01;3.97338E-01
4;-6.07643E+01;3.91888E-01
5;-4.52150E+01;3.43896E-01
6;-3.59903E+01;2.56312E-01
7;-3.03681E+01;1.85134E-01
8;-2.76015E+01;1.00234E-01
9;-2.60502E+01;5.95494E-02
10;-2.53317E+01;2.83662E-02
11;-2.50122E+01;1.27736E-02
12;-2.48738E+01;5.56237E-03
13;-2.48145E+01;2.39072E-03
14;-2.47921E+01;9.01787E-04
15;-2.47840E+01;3.27309E-04
16;-2.47811E+01;1.19251E-04
17;-2.47802E+01;3.71198E-05
18;-2.47798E+01;1.26749E-05
19;-2.47798E+01;3.41555E-06
20;-2.47797E+01;9.74767E-07
21;-2.47797E+01;2.44919E-07
22;-2.47797E+01;6.08028E-08
23;-2.47797E+01;1.44883E-08
24;-2.47797E+01;3.18828E-09
25;-2.47797E+01;6.31545E-10
26;-2.47797E+01;1.20320E-10
27;-2.47797E+01;2.29601E-11
28;-2.47797E+01;2.01982E-12
29;-2.47797E+01;1.70899E-13
