0;-2.18850E+01;1.00000E+00
1;-2.25200E+01;2.81974E-02
2;-2.25421E+01;9.82972E-04
3;-2.25480E+01;2.62443E-04
4;-2.25505E+01;1.08302E-04
5;-2.25517E+01;5.48885E-05
6;-2.25524E+01;3.15879E-05
7;-2.25529E+01;1.98253E-05
8;-2.25532E+01;1.32524E-05
9;-2.25534E+01;9.29362E-06
10;-2.25535E+01;6.76777E-06
11;-2.25537E+01;5.08069E-06
12;-2.25537E+01;3.91105E-06
13;-2.25538E+01;3.07470E-06
14;-2.25539E+01;2.46086E-06
15;-2.25539E+01;2.00016E-06
16;-2.25539E+01;1.64770E-06
17;-2.25540E+01;1.37338E-06
18;-2.25540E+01;1.15674E-06
19;-2.25540E+01;9.83430E-07
20;-2.25540E+01;8.43077E-07
21;-2.25541E+01;7.28144E-07
22;-2.25541E+01;6.33234E-07
23;-2.25541E+01;5.54225E-07
24;-2.25541E+01;4.87677E-07
25;-2.25541E+01;4.31435E-07
26;-2.25541E+01;3.83640E-07
27;-2.25541E+01;3.42566E-07
28;-2.25541E+01;3.07190E-07
29;-2.25541E+01;2.76434E-07
