-2.00000E+00 0.00000E+00 6.13368E-01 6.13368E-01
-1.99875E+00 2.34635E-06 6.13368E-01 6.13366E-01
-1.99750E+00 9.38535E-06 6.13368E-01 6.13359E-01
-1.99625E+00 2.11168E-05 6.13368E-01 6.13347E-01
-1.99500E+00 3.75404E-05 6.13368E-01 6.13331E-01
-1.99375E+00 5.86556E-05 6.13368E-01 6.13309E-01
-1.99250E+00 8.44620E-05 6.13368E-01 6.13284E-01
-1.99125E+00 1.14959E-04 6.13368E-01 6.13253E-01
-1.99000E+00 1.50145E-04 6.13368E-01 6.13218E-01
-1.98875E+00 1.90020E-04 6.13368E-01 6.13178E-01
-1.98750E+00 2.34582E-04 6.13368E-01 6.13134E-01
-1.98625E+00 2.83831E-04 6.13368E-01 6.13084E-01
-1.98500E+00 3.37765E-04 6.13368E-01 6.13030E-01
-1.98375E+00 3.96382E-04 6.13368E-01 6.12972E-01
-1.98250E+00 4.59681E-04 6.13368E-01 6.12908E-01
-1.98125E+00 5.27660E-04 6.13368E-01 6.12840E-01
-1.98000E+00 6.00317E-04 6.13368E-01 6.12768E-01
-1.97875E+00 6.77651E-04 6.13368E-01 6.12691E-01
-1.97750E+00 7.59659E-04 6.13368E-01 6.12608E-01
-1.97625E+00 8.46339E-04 6.13368E-01 6.12522E-01
-1.97500E+00 9.37688E-04 6.13368E-01 6.12430E-01
-1.97375E+00 1.03370E-03 6.13368E-01 6.12334E-01
-1.97250E+00 1.13439E-03 6.13368E-01 6.12234E-01
-1.97125E+00 1.23973E-03 6.13368E-01 6.12128E-01
-1.97000E+00 1.34973E-03 6.13368E-01 6.12018E-01
-1.96875E+00 1.46439E-03 6.13368E-01 6.11904E-01
-1.96750E+00 1.58370E-03 6.13368E-01 6.11784E-01
-1.96625E+00 1.70766E-03 6.13368E-01 6.11661E-01
-1.96500E+00 1.83626E-03 6.13368E-01 6.11532E-01
-1.96375E+00 1.96951E-03 6.13368E-01 6.11399E-01
-1.96250E+00 2.10739E-03 6.13368E-01 6.11261E-01
-1.96125E+00 2.24992E-03 6.13368E-01 6.11118E-01
-1.96000E+00 2.39707E-03 6.13368E-01 6.10971E-01
-1.95875E+00 2.54885E-03 6.13368E-01 6.10819E-01
-1.95750E+00 2.70525E-03 6.13368E-01 6.10663E-01
-1.95625E+00 2.86627E-03 6.13368E-01 6.10502E-01
-1.95500E+00 3.03191E-03 6.13368E-01 6.10336E-01
-1.95375E+00 3.20216E-03 6.13368E-01 6.10166E-01
-1.95250E+00 3.37701E-03 6.13368E-01 6.09991E-01
-1.95125E+00 3.55646E-03 6.13368E-01 6.09812E-01
-1.95000E+00 3.74051E-03 6.13368E-01 6.09628E-01
-1.94875E+00 3.92915E-03 6.13368E-01 6.09439E-01
-1.94750E+00 4.12237E-03 6.13368E-01 6.09246E-01
-1.94625E+00 4.32018E-03 6.13368E-01 6.09048E-01
-1.94500E+00 4.52255E-03 6.13368E-01 6.08846E-01
-1.94375E+00 4.72950E-03 6.13368E-01 6.08639E-01
-1.94250E+00 4.94101E-03 6.13368E-01 6.08427E-01
-1.94125E+00 5.15708E-03 6.13368E-01 6.08211E-01
-1.94000E+00 5.37771E-03 6.13368E-01 6.07990E-01
-1.93875E+00 5.60287E-03 6.13368E-01 6.07765E-01
-1.93750E+00 5.83258E-03 6.13368E-01 6.07536E-01
-1.93625E+00 6.06682E-03 6.13368E-01 6.07301E-01
-1.93500E+00 6.30559E-03 6.13368E-01 6.07063E-01
-1.93375E+00 6.54888E-03 6.13368E-01 6.06819E-01
-1.93250E+00 6.79669E-03 6.13368E-01 6.06571E-01
-1.93125E+00 7.04900E-03 6.13368E-01 6.06319E-01
-1.93000E+00 7.30581E-03 6.13368E-01 6.06062E-01
-1.92875E+00 7.56712E-03 6.13368E-01 6.05801E-01
-1.92750E+00 7.83291E-03 6.13368E-01 6.05535E-01
-1.92625E+00 8.10318E-03 6.13368E-01 6.05265E-01
-1.92500E+00 8.37793E-03 6.13368E-01 6.04990E-01
-1.92375E+00 8.65714E-03 6.13368E-01 6.04711E-01
-1.92250E+00 8.94080E-03 6.13368E-01 6.04427E-01
-1.92125E+00 9.22892E-03 6.13368E-01 6.04139E-01
-1.92000E+00 9.52148E-03 6.13368E-01 6.03847E-01
-1.91875E+00 9.81847E-03 6.13368E-01 6.03550E-01
-1.91750E+00 1.01199E-02 6.13368E-01 6.03248E-01
-1.91625E+00 1.04257E-02 6.13368E-01 6.02942E-01
-1.91500E+00 1.07360E-02 6.13368E-01 6.02632E-01
-1.91375E+00 1.10506E-02 6.13368E-01 6.02318E-01
-1.91250E+00 1.13697E-02 6.13368E-01 6.01999E-01
-1.91125E+00 1.16931E-02 6.13368E-01 6.01675E-01
-1.91000E+00 1.20209E-02 6.13368E-01 6.01347E-01
-1.90875E+00 1.23530E-02 6.13368E-01 6.01015E-01
-1.90750E+00 1.26896E-02 6.13368E-01 6.00679E-01
-1.90625E+00 1.30304E-02 6.13368E-01 6.00338E-01
-1.90500E+00 1.33756E-02 6.13368E-01 5.99993E-01
-1.90375E+00 1.37252E-02 6.13368E-01 5.99643E-01
-1.90250E+00 1.40790E-02 6.13368E-01 5.99289E-01
-1.90125E+00 1.44372E-02 6.13368E-01 5.98931E-01
-1.90000E+00 1.47997E-02 6.13368E-01 5.98568E-01
-1.89875E+00 1.51664E-02 6.13368E-01 5.98202E-01
-1.89750E+00 1.55375E-02 6.13368E-01 5.97831E-01
-1.89625E+00 1.59128E-02 6.13368E-01 5.97455E-01
-1.89500E+00 1.62924E-02 6.13368E-01 5.97076E-01
-1.89375E+00 1.66762E-02 6.13368E-01 5.96692E-01
-1.89250E+00 1.70643E-02 6.13368E-01 5.96304E-01
