0.000000 0.000000 0.100000 0.000000 0.000000 0.000010 -0.000000 0.000000 -0.100000 0.000000 0.000000 -0.000010 0.000000 
0.001000 0.000000 0.100000 -0.000000 0.000000 0.000030 -0.000000 0.000000 -0.100000 0.000000 0.000000 -0.000030 0.000000 
0.002000 0.000000 0.100000 -0.000000 0.000000 0.000050 -0.000000 0.000000 -0.100000 0.000000 0.000000 -0.000050 0.000000 
0.003000 0.000000 0.100000 -0.000000 0.000000 0.000070 -0.000000 0.000000 -0.100000 0.000000 0.000000 -0.000070 0.000000 
0.004000 0.000000 0.100000 -0.000000 0.000000 0.000090 -0.000000 0.000000 -0.100000 0.000000 0.000000 -0.000090 0.000000 
0.005000 0.000000 0.100000 -0.000000 -0.000000 0.000110 -0.000000 0.000000 -0.100000 0.000000 0.000000 -0.000110 0.000000 
0.006000 0.000000 0.100000 -0.000000 -0.000000 0.000130 -0.000000 0.000000 -0.100000 0.000000 0.000000 -0.000130 0.000000 
0.007000 0.000000 0.100001 -0.000000 -0.000000 0.000150 -0.000000 0.000000 -0.100001 0.000000 0.000000 -0.000150 0.000000 
0.008000 0.000000 0.100001 -0.000000 -0.000000 0.000170 -0.000000 0.000000 -0.100001 0.000000 0.000000 -0.000170 0.000000 
0.009000 0.000000 0.100001 -0.000000 -0.000000 0.000190 -0.000000 0.000000 -0.100001 0.000000 0.000000 -0.000190 0.000000 
0.010000 -0.000000 0.100001 -0.000000 -0.000000 0.000210 -0.000000 0.000000 -0.100001 0.000000 0.000000 -0.000210 0.000000 
0.011000 -0.000000 0.100001 -0.000000 -0.000000 0.000230 -0.000000 0.000000 -0.100001 0.000000 0.000000 -0.000230 0.000000 
0.012000 -0.000000 0.100002 -0.000000 -0.000000 0.000250 -0.000000 0.000000 -0.100002 0.000000 0.000000 -0.000250 0.000000 
0.013000 -0.000000 0.100002 -0.000000 -0.000000 0.000270 -0.000000 0.000000 -0.100002 0.000000 0.000000 -0.000270 0.000000 
0.014000 -0.000000 0.100002 -0.000000 -0.000000 0.000290 -0.000000 0.000000 -0.100002 0.000000 0.000000 -0.000290 0.000000 
0.015000 -0.000000 0.100002 -0.000000 -0.000000 0.000310 -0.000000 0.000000 -0.100002 0.000000 0.000000 -0.000310 -0.000000 
0.016000 -0.000000 0.100003 -0.000000 -0.000000 0.000330 -0.000000 0.000000 -0.100003 0.000000 0.000000 -0.000330 -0.000000 
0.017000 -0.000000 0.100003 -0.000000 -0.000000 0.000350 -0.000000 0.000000 -0.100003 0.000000 0.000000 -0.000350 -0.000000 
0.018000 -0.000000 0.100003 -0.000000 -0.000000 0.000370 -0.000000 0.000000 -0.100003 0.000000 0.000000 -0.000370 -0.000000 
0.019000 -0.000000 0.100004 -0.000000 -0.000000 0.000389 -0.000000 0.000000 -0.100004 0.000000 0.000000 -0.000389 -0.000000 
0.020000 -0.000000 0.100004 -0.000000 -0.000000 0.000409 -0.000000 0.000000 -0.100004 0.000000 0.000000 -0.000409 -0.000000 
0.021000 -0.000000 0.100005 -0.000000 -0.000000 0.000429 -0.000000 0.000000 -0.100005 0.000000 0.000000 -0.000429 -0.000000 
0.022000 -0.000000 0.100005 -0.000000 -0.000000 0.000449 -0.000000 0.000000 -0.100005 0.000000 0.000000 -0.000449 -0.000000 
0.023000 -0.000000 0.100006 -0.000000 -0.000000 0.000469 -0.000000 0.000000 -0.100006 0.000000 0.000000 -0.000469 -0.000000 
0.024000 -0.000000 0.100006 -0.000000 -0.000000 0.000489 -0.000000 0.000000 -0.100006 0.000000 0.000000 -0.000489 -0.000000 
0.025000 -0.000000 0.100006 -0.000000 -0.000000 0.000509 -0.000000 0.000000 -0.100006 0.000000 0.000000 -0.000509 -0.000000 
0.026000 -0.000000 0.100007 -0.000000 -0.000000 0.000529 -0.000000 0.000000 -0.100007 0.000000 0.000000 -0.000529 -0.000000 
0.027000 -0.000000 0.100008 -0.000000 -0.000000 0.000549 -0.000000 0.000000 -0.100008 0.000000 0.000000 -0.000549 -0.000000 
0.028000 -0.000000 0.100008 -0.000000 -0.000000 0.000569 -0.000000 0.000000 -0.100008 0.000000 0.000000 -0.000569 -0.000000 
0.029000 -0.000000 0.100009 -0.000000 -0.000000 0.000589 -0.000000 0.000000 -0.100009 0.000000 0.000000 -0.000589 -0.000000 
0.030000 -0.000000 0.100009 -0.000000 0.000000 0.000609 -0.000000 0.000000 -0.100009 -0.000000 0.000000 -0.000609 -0.000000 
0.031000 -0.000000 0.100010 -0.000000 0.000000 0.000629 -0.000000 0.000000 -0.100010 -0.000000 0.000000 -0.000629 -0.000000 
