3.18132E-01 5.92230E-01 -9.02542E-01
3.31219E-01 -9.48528E-01 -5.89624E-01
7.27935E-01 -4.73339E-01 -2.36894E-01
-9.87512E-01 -2.82698E-01 -6.80840E-02
5.21705E-02 5.10167E-01 -2.47204E-01
-7.30630E-01 3.80448E-01 -4.84539E-01
-4.72523E-01 -6.72983E-01 3.47335E-01
7.75055E-01 1.95769E-01 -7.42129E-01
-8.38743E-01 7.02480E-01 4.88200E-01
-3.97615E-01 -5.70931E-01 -2.88774E-01
3.34993E-01 -7.61096E-01 -4.39765E-01
-8.82592E-01 6.02652E-01 4.21501E-02
-7.04285E-01 -3.10577E-01 3.42569E-01
1.64308E-01 9.12094E-01 1.82266E-01
9.51133E-01 -3.59056E-01 3.05290E-02
9.78565E-01 1.56495E-01 -4.35157E-01
6.14081E-01 -9.80566E-01 6.64858E-01
8.88872E-01 -5.87343E-01 4.51025E-01
-4.83116E-01 -7.65526E-02 5.28348E-02
1.80048E-01 -2.37937E-01 -7.78505E-01
-7.91943E-01 6.09825E-01 2.62434E-01
2.62087E-01 2.99718E-01 2.77305E-02
9.29525E-01 -7.77313E-01 2.57800E-01
8.02492E-01 5.52911E-01 -4.60880E-01
-1.77347E-01 7.76184E-01 -8.75221E-01
-1.38942E-01 -1.01320E-01 -1.62157E-01
-4.84110E-02 -5.26069E-01 -6.72657E-01
-9.35775E-01 6.73839E-01 4.45434E-01
4.28768E-01 -2.39086E-01 8.05217E-01
-8.65704E-01 -6.81516E-01 -4.63032E-01
-7.67199E-01 -6.75784E-02 -6.93309E-01
-3.01609E-01 4.40537E-01 -9.55265E-01
-4.38498E-01 -9.43000E-01 -7.44735E-01
2.55128E-01 1.79396E-01 -5.93315E-01
-9.46715E-01 3.01343E-01 -1.22298E-01
-9.43528E-01 1.12407E-01 -6.24768E-01
-7.64774E-01 -5.08743E-01 5.28462E-01
-1.13441E-02 1.62977E-01 8.93448E-01
-6.50685E-01 -3.69906E-01 -2.94409E-01
1.35611E-01 2.43808E-01 -1.03343E-01
-7.64047E-01 3.63552E-01 3.57088E-01
4.37163E-01 6.55339E-01 2.06914E-01
6.07711E-01 -6.48701E-01 -3.94724E-01
-5.67835E-01 1.94948E-01 5.31494E-01
-1.29244E-01 8.10939E-01 6.34380E-01
9.52866E-01 -1.74667E-01 6.19867E-01
4.40362E-01 7.40660E-01 -9.14362E-01
-3.31406E-01 -4.34884E-01 4.95333E-02
-7.91066E-01 -3.98364E-01 1.64878E-01
-3.52211E-01 3.80896E-02 -6.27944E-01
-7.97068E-03 2.75116E-01 6.19915E-01
-5.95692E-01 -8.54017E-01 4.82803E-01
-8.35320E-01 -3.94597E-01 -5.31433E-01
1.02798E-01 3.83898E-01 3.64638E-01
-2.96698E-01 -4.45878E-02 -7.77457E-02
1.45086E-01 -5.65260E-01 -9.20009E-01
-7.84613E-01 -5.40427E-01 -6.08196E-01
-9.33976E-01 -2.83017E-01 6.10133E-01
4.01988E-01 5.98910E-01 5.26873E-01
-2.06841E-01 -4.08838E-01 8.94444E-01
-9.57059E-01 2.21659E-01 -4.78098E-01
-9.88671E-01 7.98232E-01 -1.72000E-01
-2.08103E-01 -5.43687E-01 -8.81968E-01
-3.56976E-01 -9.96743E-01 -2.58062E-01
7.39056E-01 -6.15661E-01 -2.71686E-01
-3.31291E-02 -6.50156E-01 9.99660E-01
6.47384E-01 2.99662E-01 -6.56536E-01
-3.60207E-01 -8.15030E-01 9.59038E-01
7.10749E-01 3.11677E-01 9.28296E-02
7.76483E-01 9.55329E-01 -8.72576E-02
-7.05578E-01 -4.36472E-01 7.43627E-01
-4.29153E-01 -1.03419E-01 -5.17459E-01
2.73628E-01 -9.50139E-01 8.48378E-01
-7.93668E-01 2.38316E-01 2.47471E-01
4.92248E-01 8.67724E-01 -9.47909E-01
-5.91933E-01 -3.20197E-01 -5.89151E-01
1.63044E-01 -9.27840E-01 6.78100E-01
-8.67678E-01 -1.75946E-01 2.16795E-01
-3.98016E-01 -3.82361E-01 -9.80412E-01
-8.79755E-01 -7.67809E-01 -9.21116E-01
2.99330E-01 -6.10847E-01 -1.45639E-01
3.72073E-01 -9.60835E-01 -9.46776E-01
-9.76456E-01 3.56702E-01 -5.22046E-01
2.35894E-01 2.64810E-01 2.57510E-01
2.55054E-01 9.86459E-01 6.76074E-01
7.66406E-01 6.88119E-01 -3.40217E-01
-1.30133E-03 -3.71970E-01 3.28225E-01
5.74656E-01 1.40242E-01 9.23923E-01
-1.49795E-01 -1.64796E-01 -3.75481E-01
1.48470E-01 5.06289E-01 6.64371E-01
-9.08330E-02 1.23602E-01 -6.22894E-01
-8.40728E-01 -2.83778E-01 -7.19962E-01
-4.49158E-01 -9.45988E-01 2.68346E-01
-3.50026E-02 2.73882E-01 -6.36553E-01
3.79492E-01 4.67739E-01 6.54398E-01
-1.53369E-01 4.66805E-01 -6.86882E-02
1.51732E-01 -3.86711E-01 -4.86355E-01
5.78302E-01 4.60322E-02 8.65692E-01
5.65854E-01 6.35090E-01 4.01243E-01
-9.91299E-01 -7.91653E-01 5.96119E-01
-5.24445E-01 8.23929E-01 9.66153E-01
-1.84736E-01 -5.41357E-01 2.71724E-01
1.03845E-01 -9.78322E-01 3.43192E-01
7.01528E-01 3.45980E-01 -7.92842E-02
9.22678E-01 3.24335E-01 -6.68374E-01
1.86476E-01 4.47129E-01 7.49510E-01
5.67881E-01 4.62047E-01 2.98592E-01
-6.62392E-01 -8.38838E-01 9.22664E-01
1.07646E-01 -9.57570E-01 2.56377E-01
-1.04128E-01 -5.29682E-01 5.57725E-01
-1.90793E-01 1.20457E-01 -8.09203E-01
-2.30197E-01 -9.20359E-01 -8.75543E-01
-3.58352E-01 -6.38463E-01 -1.81919E-01
-9.94260E-02 -1.42814E-01 9.75172E-01
-3.22818E-01 7.23502E-01 6.77648E-01
-3.79667E-01 8.76036E-01 2.43889E-03
-5.47539E-01 3.99917E-01 7.70018E-01
-9.93778E-02 -3.55481E-01 -2.50462E-01
4.07138E-01 8.79267E-01 3.26852E-01
-1.39794E-01 -8.58125E-01 -3.78858E-01
9.52777E-01 -8.49155E-01 6.94362E-01
4.97107E-01 7.38968E-01 -7.65085E-01
1.29443E-01 4.66393E-02 5.02542E-01
8.70650E-01 9.48521E-01 -8.68696E-01
-3.03506E-01 -1.89539E-01 -3.74695E-01
3.32118E-01 -4.36112E-01 -1.01483E-01
4.12819E-01 -2.51706E-02 -5.05778E-01
-7.12647E-01 -2.61117E-01 8.66764E-01
-5.09552E-01 9.75234E-01 4.31575E-01
5.15260E-01 6.21402E-01 3.74317E-01
6.04169E-01 -9.96273E-01 2.03665E-01
3.89791E-01 7.49868E-01 -6.52971E-01
-5.22703E-01 9.09451E-01 4.84918E-01
2.92579E-01 2.03704E-01 6.34228E-01
-6.55180E-01 -5.59192E-01 -1.21297E-01
8.43648E-01 4.79953E-01 -7.55179E-01
9.48812E-01 -6.60201E-01 -3.62960E-01
3.09260E-01 1.31583E-01 -4.49196E-01
