0 0 0 -8.361779E-01 -8.361779E-01 -8.361779E-01
0 0 1 -9.610665E-01 -4.884481E-01 -9.610665E-01
0 0 2 -1.007776E+00 3.069248E-16 -1.007776E+00
0 0 3 -9.610665E-01 4.884481E-01 -9.610665E-01
0 0 4 -8.361779E-01 8.361779E-01 -8.361779E-01
0 0 5 -6.707854E-01 9.665802E-01 -6.707854E-01
0 0 6 -5.070586E-01 8.863313E-01 -5.070586E-01
0 0 7 -3.764264E-01 6.557893E-01 -3.764264E-01
0 0 8 -2.949059E-01 3.437167E-01 -2.949059E-01
0 0 9 -2.675046E-01 -1.069548E-16 -2.675046E-01
0 0 10 -2.949059E-01 -3.437167E-01 -2.949059E-01
0 0 11 -3.764264E-01 -6.557893E-01 -3.764264E-01
0 0 12 -5.070586E-01 -8.863313E-01 -5.070586E-01
0 0 13 -6.707854E-01 -9.665802E-01 -6.707854E-01
0 0 14 -8.361779E-01 -8.361779E-01 -8.361779E-01
0 0 15 -9.610665E-01 -4.884481E-01 -9.610665E-01
0 0 16 -1.007776E+00 -3.708675E-18 -1.007776E+00
0 0 17 -9.610665E-01 4.884481E-01 -9.610665E-01
0 0 18 -8.361779E-01 8.361779E-01 -8.361779E-01
0 0 19 -6.707854E-01 9.665802E-01 -6.707854E-01
0 0 20 -5.070586E-01 8.863313E-01 -5.070586E-01
0 0 21 -3.764264E-01 6.557893E-01 -3.764264E-01
0 0 22 -2.949059E-01 3.437167E-01 -2.949059E-01
0 0 23 -2.675046E-01 1.101916E-16 -2.675046E-01
0 0 24 -2.949059E-01 -3.437167E-01 -2.949059E-01
0 0 25 -3.764264E-01 -6.557893E-01 -3.764264E-01
0 0 26 -5.070586E-01 -8.863313E-01 -5.070586E-01
0 0 27 -6.707854E-01 -9.665802E-01 -6.707854E-01
0 0 28 -8.361779E-01 -8.361779E-01 -8.361779E-01
0 0 29 -9.610665E-01 -4.884481E-01 -9.610665E-01
0 0 30 -1.007776E+00 -3.134956E-16 -1.007776E+00
